sample,total_count,population,count,percentage
sample05919,105678,monocyte,22483,21.275
sample05919,105678,nk_cell,11861,11.224
sample05920,96485,b_cell,7210,7.473
sample05920,96485,cd4_t_cell,25557,26.488
sample05920,96485,cd8_t_cell,24306,25.191
sample05920,96485,monocyte,25044,25.956
sample05920,96485,nk_cell,14368,14.891
sample05921,102016,b_cell,10474,10.267
sample05921,102016,cd4_t_cell,28189,27.632
sample05921,102016,cd8_t_cell,23530,23.065
sample05921,102016,monocyte,25710,25.202
sample05921,102016,nk_cell,14113,13.834
sample05922,90819,b_cell,10773,11.862
sample05922,90819,cd4_t_cell,22010,24.235
sample05922,90819,cd8_t_cell,22330,24.587
sample05922,90819,monocyte,16925,18.636
sample05922,90819,nk_cell,18781,20.68
sample05923,100604,b_cell,9742,9.684
sample05923,100604,cd4_t_cell,32744,32.547
sample05923,100604,cd8_t_cell,26196,26.039
sample05923,100604,monocyte,22255,22.121
sample05923,100604,nk_cell,9667,9.609
sample05924,96705,b_cell,12889,13.328
sample05924,96705,cd4_t_cell,23979,24.796
sample05924,96705,cd8_t_cell,20082,20.766
sample05924,96705,monocyte,26189,27.081
sample05924,96705,nk_cell,13566,14.028
sample05925,107212,b_cell,18045,16.831
sample05925,107212,cd4_t_cell,28174,26.279
sample05925,107212,cd8_t_cell,24407,22.765
sample05925,107212,monocyte,25748,24.016
sample05925,107212,nk_cell,10838,10.109
sample05926,98947,b_cell,10874,10.99
sample05926,98947,cd4_t_cell,31281,31.614
sample05926,98947,cd8_t_cell,19394,19.6
sample05926,98947,monocyte,21073,21.297
sample05926,98947,nk_cell,16325,16.499
sample05927,109548,b_cell,12878,11.756
sample05927,109548,cd4_t_cell,28761,26.254
sample05927,109548,cd8_t_cell,25219,23.021
sample05927,109548,monocyte,25798,23.549
sample05927,109548,nk_cell,16892,15.42
sample05928,97316,b_cell,6960,7.152
sample05928,97316,cd4_t_cell,25138,25.831
sample05928,97316,cd8_t_cell,25607,26.313
sample05928,97316,monocyte,23166,23.805
sample05928,97316,nk_cell,16445,16.899
sample05929,92832,b_cell,6870,7.4
sample05929,92832,cd4_t_cell,25717,27.703
sample05929,92832,cd8_t_cell,22247,23.965
sample05929,92832,monocyte,21003,22.625
sample05929,92832,nk_cell,16995,18.307
sample05930,103237,b_cell,12510,12.118
sample05930,103237,cd4_t_cell,26921,26.077
sample05930,103237,cd8_t_cell,25289,24.496
sample05930,103237,monocyte,22951,22.231
sample05930,103237,nk_cell,15566,15.078
sample05931,107928,b_cell,11613,10.76
sample05931,107928,cd4_t_cell,25443,23.574
sample05931,107928,cd8_t_cell,30024,27.819
sample05931,107928,monocyte,28199,26.128
sample05931,107928,nk_cell,12649,11.72
sample05932,110009,b_cell,12868,11.697
sample05932,110009,cd4_t_cell,20364,18.511
sample05932,110009,cd8_t_cell,25710,23.371
sample05932,110009,monocyte,25254,22.956
sample05932,110009,nk_cell,25813,23.464
sample05933,104119,b_cell,12130,11.65
sample05933,104119,cd4_t_cell,33442,32.119
sample05933,104119,cd8_t_cell,21829,20.965
sample05933,104119,monocyte,16077,15.441
sample05933,104119,nk_cell,20641,19.824
sample05934,96878,b_cell,8905,9.192
sample05934,96878,cd4_t_cell,18206,18.793
sample05934,96878,cd8_t_cell,34863,35.986
sample05934,96878,monocyte,20149,20.798
sample05934,96878,nk_cell,14755,15.23
sample05935,106837,b_cell,12223,11.441
sample05935,106837,cd4_t_cell,30293,28.354
sample05935,106837,cd8_t_cell,21965,20.559
sample05935,106837,monocyte,26600,24.898
sample05935,106837,nk_cell,15756,14.748
sample05936,91776,b_cell,7335,7.992
sample05936,91776,cd4_t_cell,29784,32.453
sample05936,91776,cd8_t_cell,21658,23.599
sample05936,91776,monocyte,26754,29.151
sample05936,91776,nk_cell,6245,6.805
sample05937,102526,b_cell,6490,6.33
sample05937,102526,cd4_t_cell,34229,33.386
sample05937,102526,cd8_t_cell,27978,27.289
sample05937,102526,monocyte,20921,20.406
sample05937,102526,nk_cell,12908,12.59
sample05938,96829,b_cell,15714,16.229
sample05938,96829,cd4_t_cell,30024,31.007
sample05938,96829,cd8_t_cell,20539,21.212
sample05938,96829,monocyte,19107,19.733
sample05938,96829,nk_cell,11445,11.82
sample05939,88932,b_cell,9937,11.174
sample05939,88932,cd4_t_cell,20987,23.599
sample05939,88932,cd8_t_cell,22792,25.629
sample05939,88932,monocyte,17068,19.192
sample05939,88932,nk_cell,18148,20.407
sample05940,93868,b_cell,5678,6.049
sample05940,93868,cd4_t_cell,29228,31.137
sample05940,93868,cd8_t_cell,17779,18.94
sample05940,93868,monocyte,25790,27.475
sample05940,93868,nk_cell,15393,16.399
sample05941,112803,b_cell,12987,11.513
sample05941,112803,cd4_t_cell,39633,35.135
sample05941,112803,cd8_t_cell,32652,28.946
sample05941,112803,monocyte,16108,14.28
sample05941,112803,nk_cell,11423,10.127
sample05942,108183,b_cell,12849,11.877
sample05942,108183,cd4_t_cell,39364,36.386
sample05942,108183,cd8_t_cell,22286,20.6
sample05942,108183,monocyte,13756,12.715
sample05942,108183,nk_cell,19928,18.421
sample05943,97940,b_cell,11079,11.312
sample05943,97940,cd4_t_cell,30617,31.261
sample05943,97940,cd8_t_cell,16370,16.714
sample05943,97940,monocyte,18564,18.954
sample05943,97940,nk_cell,21310,21.758
sample05944,105913,b_cell,8648,8.165
sample05944,105913,cd4_t_cell,28252,26.675
sample05944,105913,cd8_t_cell,36482,34.445
sample05944,105913,monocyte,19642,18.545
sample05944,105913,nk_cell,12889,12.169
sample05945,92923,b_cell,11589,12.472
sample05945,92923,cd4_t_cell,24460,26.323
sample05945,92923,cd8_t_cell,20653,22.226
sample05945,92923,monocyte,23106,24.866
sample05945,92923,nk_cell,13115,14.114
sample05946,96192,b_cell,10698,11.122
sample05946,96192,cd4_t_cell,36799,38.256
sample05946,96192,cd8_t_cell,14124,14.683
sample05946,96192,monocyte,20066,20.86
sample05946,96192,nk_cell,14505,15.079
sample05947,92746,b_cell,7865,8.48
sample05947,92746,cd4_t_cell,34520,37.22
sample05947,92746,cd8_t_cell,17612,18.989
sample05947,92746,monocyte,22244,23.984
sample05947,92746,nk_cell,10505,11.327
sample05948,102193,b_cell,14168,13.864
sample05948,102193,cd4_t_cell,31749,31.068
sample05948,102193,cd8_t_cell,24896,24.362
sample05948,102193,monocyte,14181,13.877
sample05948,102193,nk_cell,17199,16.83
sample05949,93925,b_cell,14903,15.867
sample05949,93925,cd4_t_cell,25877,27.551
sample05949,93925,cd8_t_cell,20042,21.338
sample05949,93925,monocyte,20279,21.591
sample05949,93925,nk_cell,12824,13.653
sample05950,91829,b_cell,10208,11.116
sample05950,91829,cd4_t_cell,19551,21.291
sample05950,91829,cd8_t_cell,28168,30.674
sample05950,91829,monocyte,17097,18.618
sample05950,91829,nk_cell,16805,18.3
sample05951,97246,b_cell,10826,11.133
sample05951,97246,cd4_t_cell,26992,27.756
sample05951,97246,cd8_t_cell,22955,23.605
sample05951,97246,monocyte,22456,23.092
sample05951,97246,nk_cell,14017,14.414
sample05952,97711,b_cell,13217,13.527
sample05952,97711,cd4_t_cell,32523,33.285
sample05952,97711,cd8_t_cell,20214,20.688
sample05952,97711,monocyte,20232,20.706
sample05952,97711,nk_cell,11525,11.795
sample05953,95041,b_cell,6403,6.737
sample05953,95041,cd4_t_cell,28701,30.199
sample05953,95041,cd8_t_cell,27256,28.678
sample05953,95041,monocyte,20382,21.445
sample05953,95041,nk_cell,12299,12.941
sample05954,101694,b_cell,7047,6.93
sample05954,101694,cd4_t_cell,33697,33.136
sample05954,101694,cd8_t_cell,25668,25.24
sample05954,101694,monocyte,21263,20.909
sample05954,101694,nk_cell,14019,13.785
sample05955,92968,b_cell,14873,15.998
sample05955,92968,cd4_t_cell,31226,33.588
sample05955,92968,cd8_t_cell,18589,19.995
sample05955,92968,monocyte,17208,18.51
sample05955,92968,nk_cell,11072,11.909
sample05956,98193,b_cell,17197,17.513
sample05956,98193,cd4_t_cell,31209,31.783
sample05956,98193,cd8_t_cell,18355,18.693
sample05956,98193,monocyte,15414,15.698
sample05956,98193,nk_cell,16018,16.313
sample05957,95257,b_cell,12326,12.94
sample05957,95257,cd4_t_cell,29446,30.912
sample05957,95257,cd8_t_cell,21618,22.694
sample05957,95257,monocyte,21738,22.82
sample05957,95257,nk_cell,10129,10.633
sample05958,94308,b_cell,6674,7.077
sample05958,94308,cd4_t_cell,28097,29.793
sample05958,94308,cd8_t_cell,24730,26.223
sample05958,94308,monocyte,16157,17.132
sample05958,94308,nk_cell,18650,19.776
sample05959,109251,b_cell,15807,14.469
sample05959,109251,cd4_t_cell,33667,30.816
sample05959,109251,cd8_t_cell,27559,25.225
sample05959,109251,monocyte,15658,14.332
sample05959,109251,nk_cell,16560,15.158
sample05960,102856,b_cell,14025,13.636
sample05960,102856,cd4_t_cell,25663,24.95
sample05960,102856,cd8_t_cell,21488,20.891
sample05960,102856,monocyte,23423,22.773
sample05960,102856,nk_cell,18257,17.75
sample05961,93002,b_cell,13480,14.494
sample05961,93002,cd4_t_cell,26608,28.61
sample05961,93002,cd8_t_cell,19352,20.808
sample05961,93002,monocyte,17825,19.166
sample05961,93002,nk_cell,15737,16.921
sample05962,102770,b_cell,7248,7.053
sample05962,102770,cd4_t_cell,33773,32.863
sample05962,102770,cd8_t_cell,28099,27.342
sample05962,102770,monocyte,21664,21.08
sample05962,102770,nk_cell,11986,11.663
sample05963,109850,b_cell,10608,9.657
sample05963,109850,cd4_t_cell,31892,29.032
sample05963,109850,cd8_t_cell,25294,23.026
sample05963,109850,monocyte,24009,21.856
sample05963,109850,nk_cell,18047,16.429
sample05964,110368,b_cell,7461,6.76
sample05964,110368,cd4_t_cell,31149,28.223
sample05964,110368,cd8_t_cell,40056,36.293
sample05964,110368,monocyte,20757,18.807
sample05964,110368,nk_cell,10945,9.917
sample05965,99598,b_cell,13195,13.248
sample05965,99598,cd4_t_cell,21663,21.75
sample05965,99598,cd8_t_cell,30828,30.952
sample05965,99598,monocyte,20718,20.802
sample05965,99598,nk_cell,13194,13.247
sample05966,100535,b_cell,10337,10.282
sample05966,100535,cd4_t_cell,32501,32.328
sample05966,100535,cd8_t_cell,24185,24.056
sample05966,100535,monocyte,18640,18.541
sample05966,100535,nk_cell,14872,14.793
sample05967,99344,b_cell,9394,9.456
sample05967,99344,cd4_t_cell,26207,26.38
sample05967,99344,cd8_t_cell,16956,17.068
sample05967,99344,monocyte,24657,24.82
sample05967,99344,nk_cell,22130,22.276
sample05968,100005,b_cell,7552,7.552
sample05968,100005,cd4_t_cell,31472,31.47
sample05968,100005,cd8_t_cell,31679,31.677
sample05968,100005,monocyte,17327,17.326
sample05968,100005,nk_cell,11975,11.974
sample05969,101405,b_cell,7812,7.704
sample05969,101405,cd4_t_cell,29883,29.469
sample05969,101405,cd8_t_cell,27155,26.779
sample05969,101405,monocyte,18487,18.231
sample05969,101405,nk_cell,18068,17.818
sample05970,89590,b_cell,10864,12.126
sample05970,89590,cd4_t_cell,21235,23.702
sample05970,89590,cd8_t_cell,21269,23.74
sample05970,89590,monocyte,24784,27.664
sample05970,89590,nk_cell,11438,12.767
sample05971,92362,b_cell,12233,13.245
sample05971,92362,cd4_t_cell,29063,31.466
sample05971,92362,cd8_t_cell,19827,21.467
sample05971,92362,monocyte,13972,15.127
sample05971,92362,nk_cell,17267,18.695
sample05972,92500,b_cell,9826,10.623
sample05972,92500,cd4_t_cell,27984,30.253
sample05972,92500,cd8_t_cell,16939,18.312
sample05972,92500,monocyte,23254,25.139
sample05972,92500,nk_cell,14497,15.672
sample05973,91151,b_cell,7518,8.248
sample05973,91151,cd4_t_cell,27882,30.589
sample05973,91151,cd8_t_cell,26476,29.046
sample05973,91151,monocyte,15302,16.788
sample05973,91151,nk_cell,13973,15.33
sample05974,103672,b_cell,9236,8.909
sample05974,103672,cd4_t_cell,31783,30.657
sample05974,103672,cd8_t_cell,24217,23.359
sample05974,103672,monocyte,21926,21.149
sample05974,103672,nk_cell,16510,15.925
sample05975,106527,b_cell,11212,10.525
sample05975,106527,cd4_t_cell,30979,29.081
sample05975,106527,cd8_t_cell,29408,27.606
sample05975,106527,monocyte,18584,17.445
sample05975,106527,nk_cell,16344,15.343
sample05976,102480,b_cell,12966,12.652
sample05976,102480,cd4_t_cell,26447,25.807
sample05976,102480,cd8_t_cell,27702,27.032
sample05976,102480,monocyte,23230,22.668
sample05976,102480,nk_cell,12135,11.841
sample05977,98488,b_cell,10802,10.968
sample05977,98488,cd4_t_cell,29061,29.507
sample05977,98488,cd8_t_cell,29795,30.252
sample05977,98488,monocyte,11356,11.53
sample05977,98488,nk_cell,17474,17.742
sample05978,106530,b_cell,6005,5.637
sample05978,106530,cd4_t_cell,29948,28.112
sample05978,106530,cd8_t_cell,40084,37.627
sample05978,106530,monocyte,15368,14.426
sample05978,106530,nk_cell,15125,14.198
sample05979,94476,b_cell,7198,7.619
sample05979,94476,cd4_t_cell,30695,32.49
sample05979,94476,cd8_t_cell,23344,24.709
sample05979,94476,monocyte,17136,18.138
sample05979,94476,nk_cell,16103,17.045
sample05980,93257,b_cell,9785,10.493
sample05980,93257,cd4_t_cell,26609,28.533
sample05980,93257,cd8_t_cell,25248,27.074
sample05980,93257,monocyte,19079,20.459
sample05980,93257,nk_cell,12536,13.442
sample05981,88831,b_cell,7335,8.257
sample05981,88831,cd4_t_cell,31466,35.422
sample05981,88831,cd8_t_cell,19815,22.306
sample05981,88831,monocyte,23004,25.896
sample05981,88831,nk_cell,7211,8.118
sample05982,106597,b_cell,9776,9.171
sample05982,106597,cd4_t_cell,32966,30.926
sample05982,106597,cd8_t_cell,29549,27.72
sample05982,106597,monocyte,21444,20.117
sample05982,106597,nk_cell,12862,12.066
sample05983,106676,b_cell,7130,6.684
sample05983,106676,cd4_t_cell,27480,25.76
sample05983,106676,cd8_t_cell,29014,27.198
sample05983,106676,monocyte,27562,25.837
sample05983,106676,nk_cell,15490,14.521
sample05984,92027,b_cell,5163,5.61
sample05984,92027,cd4_t_cell,28683,31.168
sample05984,92027,cd8_t_cell,22552,24.506
sample05984,92027,monocyte,19662,21.365
sample05984,92027,nk_cell,15967,17.35
sample05985,106907,b_cell,8604,8.048
sample05985,106907,cd4_t_cell,29827,27.9
sample05985,106907,cd8_t_cell,34345,32.126
sample05985,106907,monocyte,20625,19.292
sample05985,106907,nk_cell,13506,12.633
sample05986,108767,b_cell,12880,11.842
sample05986,108767,cd4_t_cell,22106,20.324
sample05986,108767,cd8_t_cell,24874,22.869
sample05986,108767,monocyte,27968,25.714
sample05986,108767,nk_cell,20939,19.251
sample05987,99917,b_cell,8383,8.39
sample05987,99917,cd4_t_cell,26657,26.679
sample05987,99917,cd8_t_cell,20760,20.777
sample05987,99917,monocyte,23678,23.698
sample05987,99917,nk_cell,20439,20.456
sample05988,99265,b_cell,5222,5.261
sample05988,99265,cd4_t_cell,31763,31.998
sample05988,99265,cd8_t_cell,22812,22.981
sample05988,99265,monocyte,15341,15.455
sample05988,99265,nk_cell,24127,24.306
sample05989,97031,b_cell,7599,7.832
sample05989,97031,cd4_t_cell,41299,42.563
sample05989,97031,cd8_t_cell,16989,17.509
sample05989,97031,monocyte,20003,20.615
sample05989,97031,nk_cell,11141,11.482
sample05990,95207,b_cell,8463,8.889
sample05990,95207,cd4_t_cell,30501,32.037
sample05990,95207,cd8_t_cell,24190,25.408
sample05990,95207,monocyte,18776,19.721
sample05990,95207,nk_cell,13277,13.945
sample05991,101168,b_cell,10912,10.786
sample05991,101168,cd4_t_cell,26217,25.914
sample05991,101168,cd8_t_cell,23954,23.677
sample05991,101168,monocyte,22850,22.586
sample05991,101168,nk_cell,17235,17.036
sample05992,107145,b_cell,17844,16.654
sample05992,107145,cd4_t_cell,34653,32.342
sample05992,107145,cd8_t_cell,23974,22.375
sample05992,107145,monocyte,22499,20.999
sample05992,107145,nk_cell,8175,7.63
sample05993,100003,b_cell,7562,7.562
sample05993,100003,cd4_t_cell,18673,18.672
sample05993,100003,cd8_t_cell,27640,27.639
sample05993,100003,monocyte,19403,19.402
sample05993,100003,nk_cell,26725,26.724
sample05994,92058,b_cell,14138,15.358
sample05994,92058,cd4_t_cell,20260,22.008
sample05994,92058,cd8_t_cell,22341,24.268
sample05994,92058,monocyte,22146,24.057
sample05994,92058,nk_cell,13173,14.309
sample05995,105525,b_cell,11052,10.473
sample05995,105525,cd4_t_cell,34370,32.57
sample05995,105525,cd8_t_cell,24836,23.536
sample05995,105525,monocyte,21917,20.769
sample05995,105525,nk_cell,13350,12.651
sample05996,97902,b_cell,8300,8.478
sample05996,97902,cd4_t_cell,26480,27.047
sample05996,97902,cd8_t_cell,25415,25.96
sample05996,97902,monocyte,20359,20.795
sample05996,97902,nk_cell,17348,17.72
sample05997,96631,b_cell,3119,3.228
sample05997,96631,cd4_t_cell,35682,36.926
sample05997,96631,cd8_t_cell,31994,33.109
sample05997,96631,monocyte,17575,18.188
sample05997,96631,nk_cell,8261,8.549
sample05998,107424,b_cell,13057,12.155
sample05998,107424,cd4_t_cell,29712,27.659
sample05998,107424,cd8_t_cell,27764,25.845
sample05998,107424,monocyte,26871,25.014
sample05998,107424,nk_cell,10020,9.328
sample05999,105681,b_cell,6188,5.855
sample05999,105681,cd4_t_cell,29191,27.622
sample05999,105681,cd8_t_cell,25366,24.002
sample05999,105681,monocyte,25537,24.164
sample05999,105681,nk_cell,19399,18.356
sample06000,92495,b_cell,7787,8.419
sample06000,92495,cd4_t_cell,23990,25.937
sample06000,92495,cd8_t_cell,22174,23.973
sample06000,92495,monocyte,20973,22.675
sample06000,92495,nk_cell,17571,18.997
sample06001,99769,b_cell,10727,10.752
sample06001,99769,cd4_t_cell,32050,32.124
sample06001,99769,cd8_t_cell,24254,24.31
sample06001,99769,monocyte,19315,19.36
sample06001,99769,nk_cell,13423,13.454
sample06002,102652,b_cell,11038,10.753
sample06002,102652,cd4_t_cell,34401,33.512
sample06002,102652,cd8_t_cell,29303,28.546
sample06002,102652,monocyte,16553,16.125
sample06002,102652,nk_cell,11357,11.064
sample06003,107786,b_cell,13334,12.371
sample06003,107786,cd4_t_cell,28830,26.747
sample06003,107786,cd8_t_cell,26392,24.486
sample06003,107786,monocyte,22827,21.178
sample06003,107786,nk_cell,16403,15.218
sample06004,107406,b_cell,16239,15.119
sample06004,107406,cd4_t_cell,33461,31.154
sample06004,107406,cd8_t_cell,26839,24.988
sample06004,107406,monocyte,17531,16.322
sample06004,107406,nk_cell,13336,12.416
sample06005,90470,b_cell,9447,10.442
sample06005,90470,cd4_t_cell,21263,23.503
sample06005,90470,cd8_t_cell,22526,24.899
sample06005,90470,monocyte,19348,21.386
sample06005,90470,nk_cell,17886,19.77
sample06006,100398,b_cell,5031,5.011
sample06006,100398,cd4_t_cell,34629,34.492
sample06006,100398,cd8_t_cell,29886,29.768
sample06006,100398,monocyte,17671,17.601
sample06006,100398,nk_cell,13181,13.129
sample06007,102348,b_cell,8594,8.397
sample06007,102348,cd4_t_cell,35750,34.93
sample06007,102348,cd8_t_cell,29789,29.106
sample06007,102348,monocyte,13603,13.291
sample06007,102348,nk_cell,14612,14.277
sample06008,90883,b_cell,12337,13.575
sample06008,90883,cd4_t_cell,19624,21.593
sample06008,90883,cd8_t_cell,24057,26.47
sample06008,90883,monocyte,24557,27.02
sample06008,90883,nk_cell,10308,11.342
sample06009,94742,b_cell,12395,13.083
sample06009,94742,cd4_t_cell,26142,27.593
sample06009,94742,cd8_t_cell,20847,22.004
sample06009,94742,monocyte,18409,19.431
sample06009,94742,nk_cell,16949,17.89
sample06010,105967,b_cell,5628,5.311
sample06010,105967,cd4_t_cell,39303,37.09
sample06010,105967,cd8_t_cell,30605,28.882
sample06010,105967,monocyte,23868,22.524
sample06010,105967,nk_cell,6563,6.193
sample06011,98515,b_cell,10660,10.821
sample06011,98515,cd4_t_cell,33909,34.42
sample06011,98515,cd8_t_cell,21769,22.097
sample06011,98515,monocyte,20786,21.099
sample06011,98515,nk_cell,11391,11.563
sample06012,107346,b_cell,10236,9.536
sample06012,107346,cd4_t_cell,35856,33.402
sample06012,107346,cd8_t_cell,29784,27.746
sample06012,107346,monocyte,21850,20.355
sample06012,107346,nk_cell,9620,8.962
sample06013,108273,b_cell,8443,7.798
sample06013,108273,cd4_t_cell,30329,28.012
sample06013,108273,cd8_t_cell,22269,20.567
sample06013,108273,monocyte,25971,23.987
sample06013,108273,nk_cell,21261,19.636
sample06014,109266,b_cell,8638,7.905
sample06014,109266,cd4_t_cell,31036,28.404
sample06014,109266,cd8_t_cell,38068,34.84
sample06014,109266,monocyte,14158,12.957
sample06014,109266,nk_cell,17366,15.893
sample06015,94066,b_cell,6568,6.982
sample06015,94066,cd4_t_cell,30831,32.776
sample06015,94066,cd8_t_cell,28992,30.821
sample06015,94066,monocyte,15918,16.922
sample06015,94066,nk_cell,11757,12.499
sample06016,108568,b_cell,11778,10.849
sample06016,108568,cd4_t_cell,31169,28.709
sample06016,108568,cd8_t_cell,26395,24.312
sample06016,108568,monocyte,28443,26.198
sample06016,108568,nk_cell,10783,9.932
sample06017,91459,b_cell,8796,9.617
sample06017,91459,cd4_t_cell,28026,30.643
sample06017,91459,cd8_t_cell,20097,21.974
sample06017,91459,monocyte,20330,22.229
sample06017,91459,nk_cell,14210,15.537
sample06018,92515,b_cell,8050,8.701
sample06018,92515,cd4_t_cell,23189,25.065
sample06018,92515,cd8_t_cell,19566,21.149
sample06018,92515,monocyte,22572,24.398
sample06018,92515,nk_cell,19138,20.686
sample06019,93582,b_cell,11708,12.511
sample06019,93582,cd4_t_cell,24115,25.769
sample06019,93582,cd8_t_cell,32781,35.029
sample06019,93582,monocyte,15983,17.079
sample06019,93582,nk_cell,8995,9.612
sample06020,105544,b_cell,11322,10.727
sample06020,105544,cd4_t_cell,35025,33.185
sample06020,105544,cd8_t_cell,22148,20.985
sample06020,105544,monocyte,29777,28.213
sample06020,105544,nk_cell,7272,6.89
sample06021,102952,b_cell,10139,9.848
sample06021,102952,cd4_t_cell,28158,27.351
sample06021,102952,cd8_t_cell,24668,23.961
sample06021,102952,monocyte,28820,27.994
sample06021,102952,nk_cell,11167,10.847
sample06022,102474,b_cell,7687,7.501
sample06022,102474,cd4_t_cell,33736,32.922
sample06022,102474,cd8_t_cell,21088,20.579
sample06022,102474,monocyte,27503,26.839
sample06022,102474,nk_cell,12460,12.159
sample06023,107015,b_cell,12547,11.725
sample06023,107015,cd4_t_cell,29971,28.006
sample06023,107015,cd8_t_cell,21574,20.16
sample06023,107015,monocyte,21459,20.052
sample06023,107015,nk_cell,21464,20.057
sample06024,97367,b_cell,5943,6.104
sample06024,97367,cd4_t_cell,32982,33.874
sample06024,97367,cd8_t_cell,27779,28.53
sample06024,97367,monocyte,18581,19.083
sample06024,97367,nk_cell,12082,12.409
sample06025,96380,b_cell,13144,13.638
sample06025,96380,cd4_t_cell,25970,26.945
sample06025,96380,cd8_t_cell,27003,28.017
sample06025,96380,monocyte,19846,20.591
sample06025,96380,nk_cell,10417,10.808
sample06026,99588,b_cell,14171,14.23
sample06026,99588,cd4_t_cell,30914,31.042
sample06026,99588,cd8_t_cell,25783,25.89
sample06026,99588,monocyte,13115,13.169
sample06026,99588,nk_cell,15605,15.67
sample06027,95095,b_cell,10565,11.11
sample06027,95095,cd4_t_cell,34072,35.829
sample06027,95095,cd8_t_cell,22438,23.595
sample06027,95095,monocyte,16935,17.809
sample06027,95095,nk_cell,11085,11.657
sample06028,99299,b_cell,7317,7.369
sample06028,99299,cd4_t_cell,27693,27.888
sample06028,99299,cd8_t_cell,33215,33.449
sample06028,99299,monocyte,19841,19.981
sample06028,99299,nk_cell,11233,11.312
sample06029,98681,b_cell,7339,7.437
sample06029,98681,cd4_t_cell,25629,25.972
sample06029,98681,cd8_t_cell,25621,25.963
sample06029,98681,monocyte,17537,17.771
sample06029,98681,nk_cell,22555,22.856
sample06030,91198,b_cell,7695,8.438
sample06030,91198,cd4_t_cell,23209,25.449
sample06030,91198,cd8_t_cell,20780,22.786
sample06030,91198,monocyte,22762,24.959
sample06030,91198,nk_cell,16752,18.369
sample06031,92361,b_cell,8408,9.103
sample06031,92361,cd4_t_cell,26081,28.238
sample06031,92361,cd8_t_cell,18751,20.302
sample06031,92361,monocyte,22693,24.57
sample06031,92361,nk_cell,16428,17.787
sample06032,99204,b_cell,10279,10.361
sample06032,99204,cd4_t_cell,38915,39.227
sample06032,99204,cd8_t_cell,20603,20.768
sample06032,99204,monocyte,13719,13.829
sample06032,99204,nk_cell,15688,15.814
sample06033,97122,b_cell,9037,9.305
sample06033,97122,cd4_t_cell,35371,36.419
sample06033,97122,cd8_t_cell,26204,26.98
sample06033,97122,monocyte,17135,17.643
sample06033,97122,nk_cell,9375,9.653
sample06034,92297,b_cell,5996,6.496
sample06034,92297,cd4_t_cell,26499,28.711
sample06034,92297,cd8_t_cell,24744,26.809
sample06034,92297,monocyte,20545,22.26
sample06034,92297,nk_cell,14513,15.724
sample06035,94913,b_cell,9376,9.879
sample06035,94913,cd4_t_cell,27653,29.135
sample06035,94913,cd8_t_cell,19761,20.82
sample06035,94913,monocyte,19803,20.864
sample06035,94913,nk_cell,18320,19.302
sample06036,92347,b_cell,10944,11.851
sample06036,92347,cd4_t_cell,35979,38.961
sample06036,92347,cd8_t_cell,24379,26.399
sample06036,92347,monocyte,15132,16.386
sample06036,92347,nk_cell,5913,6.403
sample06037,95850,b_cell,6213,6.482
sample06037,95850,cd4_t_cell,36889,38.486
sample06037,95850,cd8_t_cell,20405,21.288
sample06037,95850,monocyte,18051,18.833
sample06037,95850,nk_cell,14292,14.911
sample06038,108095,b_cell,3404,3.149
sample06038,108095,cd4_t_cell,41600,38.485
sample06038,108095,cd8_t_cell,13938,12.894
sample06038,108095,monocyte,32866,30.405
sample06038,108095,nk_cell,16287,15.067
sample06039,99127,b_cell,8683,8.759
sample06039,99127,cd4_t_cell,33957,34.256
sample06039,99127,cd8_t_cell,17812,17.969
sample06039,99127,monocyte,26173,26.404
sample06039,99127,nk_cell,12502,12.612
sample06040,101696,b_cell,9295,9.14
sample06040,101696,cd4_t_cell,27931,27.465
sample06040,101696,cd8_t_cell,22943,22.56
sample06040,101696,monocyte,24537,24.128
sample06040,101696,nk_cell,16990,16.707
sample06041,99624,b_cell,7505,7.533
sample06041,99624,cd4_t_cell,26919,27.021
sample06041,99624,cd8_t_cell,28591,28.699
sample06041,99624,monocyte,19920,19.995
sample06041,99624,nk_cell,16689,16.752
sample06042,102433,b_cell,10372,10.126
sample06042,102433,cd4_t_cell,35274,34.436
sample06042,102433,cd8_t_cell,20566,20.078
sample06042,102433,monocyte,22632,22.094
sample06042,102433,nk_cell,13589,13.266
sample06043,92808,b_cell,9415,10.145
sample06043,92808,cd4_t_cell,31738,34.197
sample06043,92808,cd8_t_cell,26363,28.406
sample06043,92808,monocyte,14166,15.264
sample06043,92808,nk_cell,11126,11.988
sample06044,93110,b_cell,7179,7.71
sample06044,93110,cd4_t_cell,25964,27.885
sample06044,93110,cd8_t_cell,24533,26.348
sample06044,93110,monocyte,19472,20.913
sample06044,93110,nk_cell,15962,17.143
sample06045,115033,b_cell,6022,5.235
sample06045,115033,cd4_t_cell,45924,39.922
sample06045,115033,cd8_t_cell,24633,21.414
sample06045,115033,monocyte,23679,20.585
sample06045,115033,nk_cell,14775,12.844
sample06046,93087,b_cell,8877,9.536
sample06046,93087,cd4_t_cell,23387,25.124
sample06046,93087,cd8_t_cell,29727,31.935
sample06046,93087,monocyte,16758,18.003
sample06046,93087,nk_cell,14338,15.403
sample06047,99449,b_cell,9510,9.563
sample06047,99449,cd4_t_cell,35684,35.882
sample06047,99449,cd8_t_cell,23123,23.251
sample06047,99449,monocyte,19736,19.845
